mu_target,t_ac_target,cv_target,sigma_sum,success,error_message,rho,d,sigma_b,sigma_u,mu_observed,cv_observed,t_ac_observed,variance_observed,mean_rel_error_pct,cv_rel_error_pct,ac_rel_error_pct,trajectory_filename
1.0,2.928644564625236,1.0797751623277096,1,True,,0.5905282189496742,0.3641895299862153,0.6167182503724722,0.3832817496275278,0.9874786324786324,1.0913593365436935,2.831202955652887,1.1614244119365917,1.2521367521367566,1.0728320691329374,3.327191361810696,mRNA_trajectories_1.000_1.080_2.929.csv
1.0,2.928644564625236,1.3945832491957453,1,True,,1.7821414239976643,0.43050807517151507,0.24156785167240424,0.7584321483275958,1.0040082644628099,1.403620408119338,2.902655864066104,1.9859756693531865,0.4008264462809885,0.6480186054725964,0.8873968822658267,mRNA_trajectories_1.000_1.395_2.929.csv
1.0,2.928644564625236,1.8011735283341332,1,True,,3.8001417594116873,0.47959533098794965,0.1262045895525217,0.8737954104474783,0.990766129032258,1.799177736703103,2.8188293713157013,3.177535703368887,0.9233870967741975,0.11080507233948288,3.7496934464489144,mRNA_trajectories_1.000_1.801_2.929.csv
1.0,2.928644564625236,2.326305067153626,1,True,,7.187489741574077,0.5129251260364744,0.07136359765073455,0.9286364023492655,0.97864,2.3517688686678095,2.7807548145270373,5.2970637503999995,2.1360000000000046,1.0946028478259817,5.049767796493376,mRNA_trajectories_1.000_2.326_2.929.csv
1.0,2.928644564625236,3.0045385302046923,1,True,,12.851530605341255,0.5344127918111679,0.04158359095289858,0.9584164090471015,1.0015873015873016,2.9610831534758812,2.85732108189355,8.795870496346687,0.15873015873015817,1.446324495158015,2.435375176393695,mRNA_trajectories_1.000_3.005_2.929.csv
1.0,2.928644564625236,3.8805107322101815,1,True,,22.308155624330478,0.5478544901698504,0.024558484322761795,0.9754415156772382,1.0013095238095238,3.873557155890245,2.739859545604465,15.043768126417234,0.13095238095237605,0.17919229709167567,6.446156740940285,mRNA_trajectories_1.000_3.881_2.929.csv
1.0,2.928644564625236,5.011872336272722,1,True,"Tolerance exceeded: mean=7.8%, cv=4.2%, ac=3885.0%",38.087897304307795,0.5561172198703654,0.014600890551326597,0.9853991094486734,0.9222047244094488,5.221276326491834,116.70603987295023,23.185050257300517,7.779527559055122,4.178158902883062,3884.984770177617,mRNA_trajectories_1.000_5.012_2.929.csv
1.0,5.274997063702617,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,5.274997063702617,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,5.274997063702617,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,5.274997063702617,1.0797751623277096,1,True,,0.39436939224733003,0.19594490885121268,0.496856279171699,0.5031437208283009,1.0096236559139784,1.074483429713692,4.949594197592448,1.176842869117817,0.9623655913978402,0.4900772678091643,6.168778146802674,mRNA_trajectories_1.000_1.080_5.275.csv
1.0,5.274997063702617,1.3945832491957453,1,True,,1.3583267952171045,0.21259311095835232,0.15651101907650514,0.8434889809234949,0.9487113402061855,1.3985336142017792,5.094140555578683,1.7604107104899565,5.128865979381447,0.283264911457393,3.4285613042026584,mRNA_trajectories_1.000_1.395_5.275.csv
1.0,5.274997063702617,1.8011735283341332,1,True,,2.969199074849294,0.22346562107125872,0.07526124568882302,0.9247387543111769,0.90455,1.8731796327704002,5.287131958277033,2.8709392974999988,9.545000000000003,3.997732772747548,0.23004552282913046,mRNA_trajectories_1.000_1.801_5.275.csv
1.0,5.274997063702617,2.326305067153626,1,True,,5.658069330895992,0.23031120643197286,0.0407049106263782,0.9592950893736217,1.0133168316831682,2.2750081193118374,5.015416550678492,5.314426622389961,1.3316831683168218,2.205082582077393,4.920960332097716,mRNA_trajectories_1.000_2.326_5.275.csv
1.0,5.274997063702617,3.0045385302046923,1,True,,10.144442589161233,0.23453326232555172,0.023119383866013234,0.9768806161339867,1.053872549019608,2.9143368796812483,5.1459344521839645,9.433127160226837,5.387254901960792,3.0021798561291457,2.44668594048584,mRNA_trajectories_1.000_3.005_5.275.csv
1.0,5.274997063702617,3.8805107322101815,1,True,,17.628803254908732,0.23710675479194962,0.013449963186010789,0.9865500368139892,0.9376960784313726,3.8308804773510956,5.588977478211911,12.903912339004233,6.230392156862741,1.2789619275403608,5.9522386594259995,mRNA_trajectories_1.000_3.881_5.275.csv
1.0,5.274997063702617,5.011872336272722,1,True,,30.1138515444219,0.23866474033713697,0.007925413990471296,0.9920745860095288,0.9665048543689321,5.0925335214979635,5.418139643692194,24.225674191724003,3.3495145631067924,1.6094022316064889,2.7136049226367165,mRNA_trajectories_1.000_5.012_5.275.csv
1.0,9.501185073181434,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,9.501185073181434,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,9.501185073181434,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,9.501185073181434,1.0797751623277096,1,True,,0.2907018717209313,0.10702970167863318,0.3681768577719369,0.6318231422280631,1.0085051546391752,1.0977077361261303,8.659890980383167,1.2255462190455944,0.8505154639175228,1.6607692438269026,8.854622726726472,mRNA_trajectories_1.000_1.080_9.501.csv
1.0,9.501185073181434,1.3945832491957453,1,True,,1.1616680650810949,0.11147607244766962,0.09596207023207406,0.904037929767926,0.9276237623762377,1.4013109044767964,8.848282683966756,1.6897121752769335,7.2376237623762325,0.48241331486886546,6.871799509069616,mRNA_trajectories_1.000_1.395_9.501.csv
1.0,9.501185073181434,1.8011735283341332,1,True,,2.6148567168786703,0.1142431595894436,0.04369002662823322,0.9563099733717668,1.0274271844660194,1.791986835540013,9.33961515430731,3.3897817301347914,2.742718446601944,0.5100392965810898,1.7005238570731525,mRNA_trajectories_1.000_1.801_9.501.csv
1.0,9.501185073181434,2.326305067153626,1,True,,5.039117367314007,0.11593818038006276,0.023007636442860056,0.9769923635571399,1.025,2.3116753558025027,10.43982783635301,5.614374999999999,2.499999999999991,0.6288818933375515,9.87921776011963,mRNA_trajectories_1.000_2.326_9.501.csv
1.0,9.501185073181434,3.0045385302046923,1,True,,9.083144339158919,0.1169672216381489,0.012877393253995107,0.9871226067460049,0.9925714285714285,2.9717232657697954,10.220567971322716,8.700421006802722,0.7428571428571451,1.0921898356437878,7.571507055176216,mRNA_trajectories_1.000_3.005_9.501.csv
1.0,9.501185073181434,3.8805107322101815,1,True,,15.829057308988922,0.11758872477463536,0.007428662521037162,0.9925713374789629,1.0649047619047618,3.9145005162853757,10.6764368235066,17.376977848072563,6.49047619047618,0.8759100649577368,12.369528024903934,mRNA_trajectories_1.000_3.881_9.501.csv
1.0,9.501185073181434,5.011872336272722,1,True,,27.081959796325368,0.11796295581121609,0.004355776195606862,0.9956442238043932,1.1014150943396226,4.964391875128074,10.912898699946547,29.89745082769669,10.14150943396226,0.947359748192603,14.858289949007453,mRNA_trajectories_1.000_5.012_9.501.csv
1.0,17.1132830416178,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,17.1132830416178,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,17.1132830416178,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,17.1132830416178,1.0797751623277096,1,True,,0.23464827298409965,0.05895275994079293,0.25123884012045433,0.7487611598795456,0.983150289017341,1.1223368336342954,15.732151863285232,1.2175484571819972,1.6849710982658972,3.9417160897490935,8.07052144801086,mRNA_trajectories_1.000_1.080_17.113.csv
1.0,17.1132830416178,1.3945832491957453,1,True,,1.0619931321776952,0.06022569560463673,0.056710061279906306,0.9432899387200937,0.9650568181818182,1.3929925427706098,16.165524732017868,1.8071880649535128,3.494318181818179,0.11406321035713274,5.538144301681212,mRNA_trajectories_1.000_1.395_17.113.csv
1.0,17.1132830416178,1.8011735283341332,1,True,,2.4421333627428963,0.061002926042009575,0.024979359019727646,0.9750206409802724,1.0229888268156424,1.7758281290066722,17.92220145194752,3.300225703785774,2.2988826815642405,1.4071603279059106,4.726845271959261,mRNA_trajectories_1.000_1.801_17.113.csv
1.0,17.1132830416178,2.326305067153626,1,True,,4.7443732432148735,0.06147389337926332,0.012957221160282804,0.9870427788397171,0.9427222222222222,2.318523051750022,18.402679052748805,4.777385922839505,5.727777777777776,0.33452256599886393,7.534474875424668,mRNA_trajectories_1.000_2.326_17.113.csv
1.0,17.1132830416178,3.0045385302046923,1,True,,8.584757037293224,0.06175802685327168,0.007193916681041448,0.9928060833189586,1.0887016574585635,2.802898064852708,18.68866771866034,9.311772899942001,8.870165745856351,6.711195856697734,9.205625087900202,mRNA_trajectories_1.000_3.005_17.113.csv
1.0,17.1132830416178,3.8805107322101815,1,True,"Tolerance exceeded: mean=20.1%, cv=2.6%, ac=14.4%",14.990912985299145,0.061929003098529625,0.004131102832713416,0.9958688971672865,0.7987292817679558,3.780336086820571,19.57497883403103,9.117169655993406,20.127071823204425,2.5814809519301396,14.38470798634387,mRNA_trajectories_1.000_3.881_17.113.csv
1.0,17.1132830416178,5.011872336272722,1,True,,25.677030949872343,0.06203173102217556,0.002415845163067187,0.9975841548369327,0.8837845303867403,5.5080186050901965,20.04796323059789,23.696466340313176,11.621546961325969,9.899419528839264,17.148551694278876,mRNA_trajectories_1.000_5.012_17.113.csv
1.0,30.82399239745142,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,30.82399239745142,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,30.82399239745142,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,30.82399239745142,1.0797751623277096,1,True,,0.20392023935977704,0.03259745152944833,0.1598539293195736,0.8401460706804263,1.028258064516129,1.0495331685133633,26.29662975579881,1.164653094693028,2.8258064516129,2.8007676847421266,14.68778795191676,mRNA_trajectories_1.000_1.080_30.824.csv
1.0,30.82399239745142,1.3945832491957453,1,True,,1.0089948857340956,0.032975312553094674,0.03268134756610133,0.9673186524338987,0.9449680511182109,1.4349849896992974,29.243779492827752,1.8387765964233582,5.503194888178909,2.8970475966100846,5.1265679158236575,mRNA_trajectories_1.000_1.395_30.824.csv
1.0,30.82399239745142,1.8011735283341332,1,True,,2.3519474039228125,0.03320401295173823,0.014117668148682773,0.9858823318513171,0.9236984126984127,1.9156734676508698,30.944595299574768,3.1311463217435125,7.6301587301587315,6.3569632528763105,0.3912630802923504,mRNA_trajectories_1.000_1.801_30.824.csv
1.0,30.82399239745142,2.326305067153626,1,True,,4.592131432014637,0.03334189338070748,0.007260657469048069,0.992739342530952,0.9762145110410094,2.4879748705889906,34.96786168717773,5.8990557016190825,2.3785488958990575,6.949638966877954,13.443648818408525,mRNA_trajectories_1.000_2.326_30.824.csv
1.0,30.82399239745142,3.0045385302046923,1,True,,8.328986127079368,0.033424829058221195,0.004013072965693833,0.9959869270343061,0.8678706624605679,3.038399499975516,34.90798273930067,6.95344089178915,13.212933753943211,1.1269940268836225,13.249387974112405,mRNA_trajectories_1.000_3.005_30.824.csv
1.0,30.82399239745142,3.8805107322101815,1,True,"Tolerance exceeded: mean=20.5%, cv=9.8%, ac=23.1%",14.562436954908014,0.03347464753902074,0.002298698194723425,0.9977013018052765,1.2047012578616352,3.499823828561393,37.95163218329432,17.77669802396068,20.470125786163518,9.810226795377647,23.123674876172846,mRNA_trajectories_1.000_3.881_30.824.csv
1.0,30.82399239745142,5.011872336272722,1,True,"Tolerance exceeded: mean=10.3%, cv=10.0%, ac=23.9%",24.96046052938518,0.03350454876192831,0.0013423049115013097,0.9986576950884987,1.103050314465409,4.511785727714272,38.18494035720847,24.767808305644557,10.305031446540891,9.978039642772698,23.88057933846903,mRNA_trajectories_1.000_5.012_30.824.csv
1.0,55.51935914386207,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,55.51935914386207,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,55.51935914386207,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,55.51935914386207,1.0797751623277096,1,True,,0.18696943054519674,0.01805881233138442,0.09658697830295314,0.9034130216970468,0.955834829443447,1.1287615084235498,51.10548243527811,1.1640458470454378,4.4165170556553,4.53671725419564,7.950157884832018,mRNA_trajectories_1.000_1.080_55.519.csv
1.0,55.51935914386207,1.3945832491957453,1,True,,0.9802063818667036,0.018172978315449773,0.018539951026273854,0.9814600489737262,0.9929107142857143,1.3962099490974356,52.119329815648605,1.9218604563137756,0.7089285714285687,0.11664415893625592,6.124042821537779,mRNA_trajectories_1.000_1.395_55.519.csv
1.0,55.51935914386207,1.8011735283341332,1,True,,2.303406511783145,0.01824177204895215,0.00791947576584325,0.9920805242341568,0.9417615658362989,1.9202309073935044,58.16117213535447,3.2703093524018185,5.823843416370112,6.609989386724155,4.758363627085321,mRNA_trajectories_1.000_1.801_55.519.csv
1.0,55.51935914386207,2.326305067153626,1,True,,4.510638043294387,0.01828313919691051,0.004053337692234167,0.9959466623077659,1.017517730496454,2.3520128186069384,61.96587741702038,5.727476817061514,1.7517730496453998,1.105089432005046,11.611298063535024,mRNA_trajectories_1.000_2.326_55.519.csv
1.0,55.51935914386207,3.0045385302046923,1,True,,8.192522555814554,0.018307983466859346,0.002234718713574423,0.9977652812864255,0.9835106382978723,2.9991495163446262,57.394531332293724,8.700703278255618,1.648936170212767,0.17936244803953075,3.377510506871484,mRNA_trajectories_1.000_3.005_55.519.csv
1.0,55.51935914386207,3.8805107322101815,1,True,,14.33427633394683,0.018322893478049152,0.00127825730795048,0.9987217426920496,0.9879115044247787,3.960276902486504,63.979224459040324,15.306898116062337,1.2088495575221292,2.055558553522954,15.237685458971178,mRNA_trajectories_1.000_3.881_55.519.csv
1.0,55.51935914386207,5.011872336272722,1,True,"Tolerance exceeded: mean=18.8%, cv=7.4%, ac=24.1%",24.579339257279752,0.0183318376343641,0.0007458230444064803,0.9992541769555936,0.8120442477876106,5.382611349583793,68.92128966872995,19.104929272378417,18.795575221238934,7.3972158194832565,24.13920248996522,mRNA_trajectories_1.000_5.012_55.519.csv
1.0,100.0,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,100.0,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,100.0,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,100.0,1.0797751623277096,1,True,,0.17759031650496385,0.010014384686660414,0.05639037580284115,0.9436096241971589,0.9987225548902195,1.0855396538080737,88.43058441390474,1.1753875896908779,0.12774451097804507,0.5338603518104034,11.56941558609526,mRNA_trajectories_1.000_1.080_100.000.csv
1.0,100.0,1.3945832491957453,1,True,,0.9644067425345062,0.010049195874142531,0.010420080481532899,0.9895799195184671,1.0169303482587064,1.3413303658635027,89.50500328540332,1.8606039105715204,1.693034825870643,3.8185517689928816,10.494996714596681,mRNA_trajectories_1.000_1.395_100.000.csv
1.0,100.0,1.8011735283341332,1,True,,2.2768958357527658,0.010070123284834892,0.004422742194311055,0.9955772578056888,1.0322393247269117,1.8451639138802105,105.23117755058651,3.627694488900437,3.223932472691171,2.4423180140096235,5.231177550586509,mRNA_trajectories_1.000_1.801_100.000.csv
1.0,100.0,2.326305067153626,1,True,,4.46625971104484,0.010082689971183832,0.0022575243321049684,0.997742475667895,1.0920564915758177,2.317749596537613,112.8381087394409,6.4065355131615265,9.205649157581774,0.36777079398622586,12.838108739440898,mRNA_trajectories_1.000_2.326_100.000.csv
1.0,100.0,3.0045385302046923,1,True,,8.11833883569285,0.010090231050748183,0.0012428935592569469,0.998757106440743,1.022571853320119,3.009276446016648,119.12520586023152,9.469168410347505,2.2571853320118906,0.1576919638182444,19.125205860231517,mRNA_trajectories_1.000_3.005_100.000.csv
1.0,100.0,3.8805107322101815,1,True,"Tolerance exceeded: mean=8.4%, cv=0.9%, ac=23.8%",14.210374026235701,0.010094754519989098,0.0007103792272709923,0.9992896207727291,0.9163267326732674,3.846249233751061,123.82057456061592,12.421543338790315,8.367326732673263,0.8829120913062535,23.820574560615924,mRNA_trajectories_1.000_3.881_100.000.csv
1.0,100.0,5.011872336272722,1,True,"Tolerance exceeded: mean=12.7%, cv=3.2%, ac=31.3%",24.372501224681283,0.010097467242301329,0.0004142975375902714,0.9995857024624097,1.1272871287128712,4.850878874126503,131.2503803478952,29.902669273992746,12.728712871287119,3.212241879767188,31.250380347895202,mRNA_trajectories_1.000_5.012_100.000.csv
2.7825594022071245,0.5011872336272722,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265167. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,0.6473082037010399,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=3.49e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,0.8360306936514642,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=7.74e+00. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,1.0797751623277096,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,1.3945832491957453,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,1.8011735283341332,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,2.326305067153626,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,3.0045385302046923,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,3.8805107322101815,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
2.7825594022071245,0.5011872336272722,5.011872336272722,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
2.7825594022071245,0.9027251779484575,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265167. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
2.7825594022071245,0.9027251779484575,0.6473082037010399,1,True,,4.006995503091252,1.3027353668528825,0.9046525110466749,0.09534748895332511,2.780912408759124,0.6478737856150231,0.9491808713259894,3.246051722254782,0.059189875576203345,0.08737443937051712,5.146161258413944,mRNA_trajectories_2.783_0.647_0.903.csv
2.7825594022071245,0.9027251779484575,0.8360306936514642,1,True,,9.450531959486067,2.281917604994524,0.6718744843210681,0.32812551567893183,2.788,0.8383219942177119,0.9414000676619799,5.462698857142856,0.19552494687300595,0.2740689526888279,4.284237402286192,mRNA_trajectories_2.783_0.836_0.903.csv
